"BookID","Chapter","Writer"
"0","0","Writer"
"1","1","Moses"
"1","1","Moses"
"1","2","Moses"
"1","3","Moses"
"1","4","Moses"
"1","5","Moses"
"1","6","Moses"
"1","7","Moses"
"1","8","Moses"
"1","9","Moses"
"1","10","Moses"
"1","11","Moses"
"1","12","Moses"
"1","13","Moses"
"1","14","Moses"
"1","15","Moses"
"1","16","Moses"
"1","17","Moses"
"1","18","Moses"
"1","19","Moses"
"1","20","Moses"
"1","21","Moses"
"1","22","Moses"
"1","23","Moses"
"1","24","Moses"
"1","25","Moses"
"1","26","Moses"
"1","27","Moses"
"1","28","Moses"
"1","29","Moses"
"1","30","Moses"
"1","31","Moses"
"1","32","Moses"
"1","33","Moses"
"1","34","Moses"
"1","35","Moses"
"1","36","Moses"
"1","37","Moses"
"1","38","Moses"
"1","39","Moses"
"1","40","Moses"
"1","41","Moses"
"1","42","Moses"
"1","43","Moses"
"1","44","Moses"
"1","45","Moses"
"1","46","Moses"
"1","47","Moses"
"1","48","Moses"
"1","49","Moses"
"1","50","Moses"
"2","1","Moses"
"2","2","Moses"
"2","3","Moses"
"2","4","Moses"
"2","5","Moses"
"2","6","Moses"
"2","7","Moses"
"2","8","Moses"
"2","9","Moses"
"2","10","Moses"
"2","11","Moses"
"2","12","Moses"
"2","13","Moses"
"2","14","Moses"
"2","15","Moses"
"2","16","Moses"
"2","17","Moses"
"2","18","Moses"
"2","19","Moses"
"2","20","Moses"
"2","21","Moses"
"2","22","Moses"
"2","23","Moses"
"2","24","Moses"
"2","25","Moses"
"2","26","Moses"
"2","27","Moses"
"2","28","Moses"
"2","29","Moses"
"2","30","Moses"
"2","31","Moses"
"2","32","Moses"
"2","33","Moses"
"2","34","Moses"
"2","35","Moses"
"2","36","Moses"
"2","37","Moses"
"2","38","Moses"
"2","39","Moses"
"2","40","Moses"
"3","1","Moses"
"3","2","Moses"
"3","3","Moses"
"3","4","Moses"
"3","5","Moses"
"3","6","Moses"
"3","7","Moses"
"3","8","Moses"
"3","9","Moses"
"3","10","Moses"
"3","11","Moses"
"3","12","Moses"
"3","13","Moses"
"3","14","Moses"
"3","15","Moses"
"3","16","Moses"
"3","17","Moses"
"3","18","Moses"
"3","19","Moses"
"3","20","Moses"
"3","21","Moses"
"3","22","Moses"
"3","23","Moses"
"3","24","Moses"
"3","25","Moses"
"3","26","Moses"
"3","27","Moses"
"4","1","Moses"
"4","2","Moses"
"4","3","Moses"
"4","4","Moses"
"4","5","Moses"
"4","6","Moses"
"4","7","Moses"
"4","8","Moses"
"4","9","Moses"
"4","10","Moses"
"4","11","Moses"
"4","12","Moses"
"4","13","Moses"
"4","14","Moses"
"4","15","Moses"
"4","16","Moses"
"4","17","Moses"
"4","18","Moses"
"4","19","Moses"
"4","20","Moses"
"4","21","Moses"
"4","22","Moses"
"4","23","Moses"
"4","24","Moses"
"4","25","Moses"
"4","26","Moses"
"4","27","Moses"
"4","28","Moses"
"4","29","Moses"
"4","30","Moses"
"4","31","Moses"
"4","32","Moses"
"4","33","Moses"
"4","34","Moses"
"4","35","Moses"
"4","36","Moses"
"5","1","Moses"
"5","2","Moses"
"5","3","Moses"
"5","4","Moses"
"5","5","Moses"
"5","6","Moses"
"5","7","Moses"
"5","8","Moses"
"5","9","Moses"
"5","10","Moses"
"5","11","Moses"
"5","12","Moses"
"5","13","Moses"
"5","14","Moses"
"5","15","Moses"
"5","16","Moses"
"5","17","Moses"
"5","18","Moses"
"5","19","Moses"
"5","20","Moses"
"5","21","Moses"
"5","22","Moses"
"5","23","Moses"
"5","24","Moses"
"5","25","Moses"
"5","26","Moses"
"5","27","Moses"
"5","28","Moses"
"5","29","Moses"
"5","30","Moses"
"5","31","Moses"
"5","32","Moses"
"5","33","Moses"
"5","34","Moses"
"6","1","Joshua"
"6","2","Joshua"
"6","3","Joshua"
"6","4","Joshua"
"6","5","Joshua"
"6","6","Joshua"
"6","7","Joshua"
"6","8","Joshua"
"6","9","Joshua"
"6","10","Joshua"
"6","11","Joshua"
"6","12","Joshua"
"6","13","Joshua"
"6","14","Joshua"
"6","15","Joshua"
"6","16","Joshua"
"6","17","Joshua"
"6","18","Joshua"
"6","19","Joshua"
"6","20","Joshua"
"6","21","Joshua"
"6","22","Joshua"
"6","23","Joshua"
"6","24","Joshua"
"7","1","Samuel"
"7","2","Samuel"
"7","3","Samuel"
"7","4","Samuel"
"7","5","Samuel"
"7","6","Samuel"
"7","7","Samuel"
"7","8","Samuel"
"7","9","Samuel"
"7","10","Samuel"
"7","11","Samuel"
"7","12","Samuel"
"7","13","Samuel"
"7","14","Samuel"
"7","15","Samuel"
"7","16","Samuel"
"7","17","Samuel"
"7","18","Samuel"
"7","19","Samuel"
"7","20","Samuel"
"7","21","Samuel"
"8","1","Samuel"
"8","2","Samuel"
"8","3","Samuel"
"8","4","Samuel"
"9","1","Samuel, Gad, Nathan"
"9","2","Samuel, Gad, Nathan"
"9","3","Samuel, Gad, Nathan"
"9","4","Samuel, Gad, Nathan"
"9","5","Samuel, Gad, Nathan"
"9","6","Samuel, Gad, Nathan"
"9","7","Samuel, Gad, Nathan"
"9","8","Samuel, Gad, Nathan"
"9","9","Samuel, Gad, Nathan"
"9","10","Samuel, Gad, Nathan"
"9","11","Samuel, Gad, Nathan"
"9","12","Samuel, Gad, Nathan"
"9","13","Samuel, Gad, Nathan"
"9","14","Samuel, Gad, Nathan"
"9","15","Samuel, Gad, Nathan"
"9","16","Samuel, Gad, Nathan"
"9","17","Samuel, Gad, Nathan"
"9","18","Samuel, Gad, Nathan"
"9","19","Samuel, Gad, Nathan"
"9","20","Samuel, Gad, Nathan"
"9","21","Samuel, Gad, Nathan"
"9","22","Samuel, Gad, Nathan"
"9","23","Samuel, Gad, Nathan"
"9","24","Samuel, Gad, Nathan"
"9","25","Gad, Nathan"
"9","26","Gad, Nathan"
"9","27","Gad, Nathan"
"9","28","Gad, Nathan"
"9","29","Gad, Nathan"
"9","30","Gad, Nathan"
"9","31","Gad, Nathan"
"10","1","Gad, Nathan"
"10","2","Gad, Nathan"
"10","3","Gad, Nathan"
"10","4","Gad, Nathan"
"10","5","Gad, Nathan"
"10","6","Gad, Nathan"
"10","7","Gad, Nathan"
"10","8","Gad, Nathan"
"10","9","Gad, Nathan"
"10","10","Gad, Nathan"
"10","11","Gad, Nathan"
"10","12","Gad, Nathan"
"10","13","Gad, Nathan"
"10","14","Gad, Nathan"
"10","15","Gad, Nathan"
"10","16","Gad, Nathan"
"10","17","Gad, Nathan"
"10","18","Gad, Nathan"
"10","19","Gad, Nathan"
"10","20","Gad, Nathan"
"10","21","Gad, Nathan"
"10","22","Gad, Nathan"
"10","23","Gad, Nathan"
"10","24","Gad, Nathan"
"11","1","Jeremiah"
"11","2","Jeremiah"
"11","3","Jeremiah"
"11","4","Jeremiah"
"11","5","Jeremiah"
"11","6","Jeremiah"
"11","7","Jeremiah"
"11","8","Jeremiah"
"11","9","Jeremiah"
"11","10","Jeremiah"
"11","11","Jeremiah"
"11","12","Jeremiah"
"11","13","Jeremiah"
"11","14","Jeremiah"
"11","15","Jeremiah"
"11","16","Jeremiah"
"11","17","Jeremiah"
"11","18","Jeremiah"
"11","19","Jeremiah"
"11","20","Jeremiah"
"11","21","Jeremiah"
"11","22","Jeremiah"
"12","1","Jeremiah"
"12","2","Jeremiah"
"12","3","Jeremiah"
"12","4","Jeremiah"
"12","5","Jeremiah"
"12","6","Jeremiah"
"12","7","Jeremiah"
"12","8","Jeremiah"
"12","9","Jeremiah"
"12","10","Jeremiah"
"12","11","Jeremiah"
"12","12","Jeremiah"
"12","13","Jeremiah"
"12","14","Jeremiah"
"12","15","Jeremiah"
"12","16","Jeremiah"
"12","17","Jeremiah"
"12","18","Jeremiah"
"12","19","Jeremiah"
"12","20","Jeremiah"
"12","21","Jeremiah"
"12","22","Jeremiah"
"12","23","Jeremiah"
"12","24","Jeremiah"
"12","25","Jeremiah"
"13","1","Ezra"
"13","2","Ezra"
"13","3","Ezra"
"13","4","Ezra"
"13","5","Ezra"
"13","6","Ezra"
"13","7","Ezra"
"13","8","Ezra"
"13","9","Ezra"
"13","10","Ezra"
"13","11","Ezra"
"13","12","Ezra"
"13","13","Ezra"
"13","14","Ezra"
"13","15","Ezra"
"13","16","Ezra"
"13","17","Ezra"
"13","18","Ezra"
"13","19","Ezra"
"13","20","Ezra"
"13","21","Ezra"
"13","22","Ezra"
"13","23","Ezra"
"13","24","Ezra"
"13","25","Ezra"
"13","26","Ezra"
"13","27","Ezra"
"13","28","Ezra"
"13","29","Ezra"
"14","1","Ezra"
"14","2","Ezra"
"14","3","Ezra"
"14","4","Ezra"
"14","5","Ezra"
"14","6","Ezra"
"14","7","Ezra"
"14","8","Ezra"
"14","9","Ezra"
"14","10","Ezra"
"14","11","Ezra"
"14","12","Ezra"
"14","13","Ezra"
"14","14","Ezra"
"14","15","Ezra"
"14","16","Ezra"
"14","17","Ezra"
"14","18","Ezra"
"14","19","Ezra"
"14","20","Ezra"
"14","21","Ezra"
"14","22","Ezra"
"14","23","Ezra"
"14","24","Ezra"
"14","25","Ezra"
"14","26","Ezra"
"14","27","Ezra"
"14","28","Ezra"
"14","29","Ezra"
"14","30","Ezra"
"14","31","Ezra"
"14","32","Ezra"
"14","33","Ezra"
"14","34","Ezra"
"14","35","Ezra"
"14","36","Ezra"
"15","1","Ezra"
"15","2","Ezra"
"15","3","Ezra"
"15","4","Ezra"
"15","5","Ezra"
"15","6","Ezra"
"15","7","Ezra"
"15","8","Ezra"
"15","9","Ezra"
"15","10","Ezra"
"16","1","Nehemiah"
"16","2","Nehemiah"
"16","3","Nehemiah"
"16","4","Nehemiah"
"16","5","Nehemiah"
"16","6","Nehemiah"
"16","7","Nehemiah"
"16","8","Nehemiah"
"16","9","Nehemiah"
"16","10","Nehemiah"
"16","11","Nehemiah"
"16","12","Nehemiah"
"16","13","Nehemiah"
"17","1","Mordecai"
"17","2","Mordecai"
"17","3","Mordecai"
"17","4","Mordecai"
"17","5","Mordecai"
"17","6","Mordecai"
"17","7","Mordecai"
"17","8","Mordecai"
"17","9","Mordecai"
"17","10","Mordecai"
"18","1","Moses"
"18","2","Moses"
"18","3","Moses"
"18","4","Moses"
"18","5","Moses"
"18","6","Moses"
"18","7","Moses"
"18","8","Moses"
"18","9","Moses"
"18","10","Moses"
"18","11","Moses"
"18","12","Moses"
"18","13","Moses"
"18","14","Moses"
"18","15","Moses"
"18","16","Moses"
"18","17","Moses"
"18","18","Moses"
"18","19","Moses"
"18","20","Moses"
"18","21","Moses"
"18","22","Moses"
"18","23","Moses"
"18","24","Moses"
"18","25","Moses"
"18","26","Moses"
"18","27","Moses"
"18","28","Moses"
"18","29","Moses"
"18","30","Moses"
"18","31","Moses"
"18","32","Moses"
"18","33","Moses"
"18","34","Moses"
"18","35","Moses"
"18","36","Moses"
"18","37","Moses"
"18","38","Moses"
"18","39","Moses"
"18","40","Moses"
"18","41","Moses"
"18","42","Moses"
"19","1","Anonymous"
"19","2","David"
"19","3","David"
"19","4","David"
"19","5","David"
"19","6","David"
"19","7","David"
"19","8","David"
"19","9","David"
"19","10","Anonymous"
"19","11","David"
"19","12","David"
"19","13","David"
"19","14","David"
"19","15","David"
"19","16","David"
"19","17","David"
"19","18","David"
"19","19","David"
"19","20","David"
"19","21","David"
"19","22","David"
"19","23","David"
"19","24","David"
"19","25","David"
"19","26","David"
"19","27","David"
"19","28","David"
"19","29","David"
"19","30","David"
"19","31","David"
"19","32","David"
"19","33","David"
"19","34","David"
"19","35","David"
"19","36","David"
"19","37","David"
"19","38","David"
"19","39","David"
"19","40","David"
"19","41","David"
"19","42","Sons of Korah"
"19","43","Anonymous"
"19","44","Sons of Korah"
"19","45","Sons of Korah"
"19","46","Sons of Korah"
"19","47","Sons of Korah"
"19","48","Sons of Korah"
"19","49","Sons of Korah"
"19","50","Asaph"
"19","51","David"
"19","52","David"
"19","53","David"
"19","54","David"
"19","55","David"
"19","56","David"
"19","57","David"
"19","58","David"
"19","59","David"
"19","60","David"
"19","61","David"
"19","62","David"
"19","63","David"
"19","64","David"
"19","65","David"
"19","66","Anonymous"
"19","67","Anonymous"
"19","68","David"
"19","69","David"
"19","70","David"
"19","71","Anonymous"
"19","72","Solomon"
"19","73","Asaph"
"19","74","Asaph"
"19","75","Asaph"
"19","76","Asaph"
"19","77","Asaph"
"19","78","Asaph"
"19","79","Asaph"
"19","80","Asaph"
"19","81","Asaph"
"19","82","Asaph"
"19","83","Asaph"
"19","84","Anonymous"
"19","85","Anonymous"
"19","86","David"
"19","87","Anonymous"
"19","88","Heman the Ezrahite, Sons of Korah"
"19","89","Ethan the Ezrahite"
"19","90","Moses"
"19","91","Anonymous"
"19","92","Anonymous"
"19","93","Anonymous"
"19","94","Anonymous"
"19","95","David"
"19","96","Anonymous"
"19","97","Anonymous"
"19","98","Anonymous"
"19","99","Anonymous"
"19","100","Anonymous"
"19","101","David"
"19","102","Anonymous"
"19","103","David"
"19","104","Anonymous"
"19","105","Anonymous"
"19","106","Anonymous"
"19","107","Anonymous"
"19","108","David"
"19","109","David"
"19","110","David"
"19","111","Anonymous"
"19","112","Anonymous"
"19","113","Anonymous"
"19","114","Anonymous"
"19","115","Anonymous"
"19","116","Anonymous"
"19","117","Anonymous"
"19","118","Anonymous"
"19","119","Anonymous"
"19","120","Anonymous"
"19","121","Anonymous"
"19","122","David"
"19","123","Anonymous"
"19","124","David"
"19","125","Anonymous"
"19","126","Anonymous"
"19","127","Solomon"
"20","1","Solomon"
"20","2","Solomon"
"20","3","Solomon"
"20","4","Solomon"
"20","5","Solomon"
"20","6","Solomon"
"20","7","Solomon"
"20","8","Solomon"
"20","9","Solomon"
"20","10","Solomon"
"20","11","Solomon"
"20","12","Solomon"
"20","13","Solomon"
"20","14","Solomon"
"20","15","Solomon"
"20","16","Solomon"
"20","17","Solomon"
"20","18","Solomon"
"20","19","Solomon"
"20","20","Solomon"
"20","21","Solomon"
"20","22","Solomon"
"20","23","Solomon"
"20","24","Solomon"
"20","25","Solomon"
"20","26","Solomon"
"20","27","Solomon"
"20","28","Solomon"
"20","29","Solomon"
"20","30","Agur"
"20","31","Lemuel"
"21","1","Solomon"
"21","2","Solomon"
"21","3","Solomon"
"21","4","Solomon"
"21","5","Solomon"
"21","6","Solomon"
"21","7","Solomon"
"21","8","Solomon"
"21","9","Solomon"
"21","10","Solomon"
"21","11","Solomon"
"21","12","Solomon"
"22","1","Solomon"
"22","2","Solomon"
"22","3","Solomon"
"22","4","Solomon"
"22","5","Solomon"
"22","6","Solomon"
"22","7","Solomon"
"22","8","Solomon"
"23","1","Isaiah"
"23","2","Isaiah"
"23","3","Isaiah"
"23","4","Isaiah"
"23","5","Isaiah"
"23","6","Isaiah"
"23","7","Isaiah"
"23","8","Isaiah"
"23","9","Isaiah"
"23","10","Isaiah"
"23","11","Isaiah"
"23","12","Isaiah"
"23","13","Isaiah"
"23","14","Isaiah"
"23","15","Isaiah"
"23","16","Isaiah"
"23","17","Isaiah"
"23","18","Isaiah"
"23","19","Isaiah"
"23","20","Isaiah"
"23","21","Isaiah"
"23","22","Isaiah"
"23","23","Isaiah"
"23","24","Isaiah"
"23","25","Isaiah"
"23","26","Isaiah"
"23","27","Isaiah"
"23","28","Isaiah"
"23","29","Isaiah"
"23","30","Isaiah"
"23","31","Isaiah"
"23","32","Isaiah"
"23","33","Isaiah"
"23","34","Isaiah"
"23","35","Isaiah"
"23","36","Isaiah"
"23","37","Isaiah"
"23","38","Isaiah"
"23","39","Isaiah"
"23","40","Isaiah"
"23","41","Isaiah"
"23","42","Isaiah"
"23","43","Isaiah"
"23","44","Isaiah"
"23","45","Isaiah"
"23","46","Isaiah"
"23","47","Isaiah"
"23","48","Isaiah"
"23","49","Isaiah"
"23","50","Isaiah"
"23","51","Isaiah"
"23","52","Isaiah"
"23","53","Isaiah"
"23","54","Isaiah"
"23","55","Isaiah"
"23","56","Isaiah"
"23","57","Isaiah"
"23","58","Isaiah"
"23","59","Isaiah"
"23","60","Isaiah"
"23","61","Isaiah"
"23","62","Isaiah"
"23","63","Isaiah"
"23","64","Isaiah"
"23","65","Isaiah"
"23","66","Isaiah"
"24","1","Jeremiah"
"24","2","Jeremiah"
"24","3","Jeremiah"
"24","4","Jeremiah"
"24","5","Jeremiah"
"24","6","Jeremiah"
"24","7","Jeremiah"
"24","8","Jeremiah"
"24","9","Jeremiah"
"24","10","Jeremiah"
"24","11","Jeremiah"
"24","12","Jeremiah"
"24","13","Jeremiah"
"24","14","Jeremiah"
"24","15","Jeremiah"
"24","16","Jeremiah"
"24","17","Jeremiah"
"24","18","Jeremiah"
"24","19","Jeremiah"
"24","20","Jeremiah"
"24","21","Jeremiah"
"24","22","Jeremiah"
"24","23","Jeremiah"
"24","24","Jeremiah"
"24","25","Jeremiah"
"24","26","Jeremiah"
"24","27","Jeremiah"
"24","28","Jeremiah"
"24","29","Jeremiah"
"24","30","Jeremiah"
"24","31","Jeremiah"
"24","32","Jeremiah"
"24","33","Jeremiah"
"24","34","Jeremiah"
"24","35","Jeremiah"
"24","36","Jeremiah"
"24","37","Jeremiah"
"24","38","Jeremiah"
"24","39","Jeremiah"
"24","40","Jeremiah"
"24","41","Jeremiah"
"24","42","Jeremiah"
"24","43","Jeremiah"
"24","44","Jeremiah"
"24","45","Jeremiah"
"24","46","Jeremiah"
"24","47","Jeremiah"
"24","48","Jeremiah"
"24","49","Jeremiah"
"24","50","Jeremiah"
"24","51","Jeremiah"
"24","52","Jeremiah"
"25","1","Jeremiah"
"25","2","Jeremiah"
"25","3","Jeremiah"
"25","4","Jeremiah"
"25","5","Jeremiah"
"26","1","Ezekiel"
"26","2","Ezekiel"
"26","3","Ezekiel"
"26","4","Ezekiel"
"26","5","Ezekiel"
"26","6","Ezekiel"
"26","7","Ezekiel"
"26","8","Ezekiel"
"26","9","Ezekiel"
"26","10","Ezekiel"
"26","11","Ezekiel"
"26","12","Ezekiel"
"26","13","Ezekiel"
"26","14","Ezekiel"
"26","15","Ezekiel"
"26","16","Ezekiel"
"26","17","Ezekiel"
"26","18","Ezekiel"
"26","19","Ezekiel"
"26","20","Ezekiel"
"26","21","Ezekiel"
"26","22","Ezekiel"
"26","23","Ezekiel"
"26","24","Ezekiel"
"26","25","Ezekiel"
"26","26","Ezekiel"
"26","27","Ezekiel"
"26","28","Ezekiel"
"26","29","Ezekiel"
"26","30","Ezekiel"
"26","31","Ezekiel"
"26","32","Ezekiel"
"26","33","Ezekiel"
"26","34","Ezekiel"
"26","35","Ezekiel"
"26","36","Ezekiel"
"26","37","Ezekiel"
"26","38","Ezekiel"
"26","39","Ezekiel"
"26","40","Ezekiel"
"26","41","Ezekiel"
"26","42","Ezekiel"
"26","43","Ezekiel"
"26","44","Ezekiel"
"26","45","Ezekiel"
"26","46","Ezekiel"
"26","47","Ezekiel"
"26","48","Ezekiel"
"27","1","Daniel"
"27","2","Daniel"
"27","3","Daniel"
"27","4","Daniel"
"27","5","Daniel"
"27","6","Daniel"
"27","7","Daniel"
"27","8","Daniel"
"27","9","Daniel"
"27","10","Daniel"
"27","11","Daniel"
"27","12","Daniel"
"28","1","Hosea"
"28","2","Hosea"
"28","3","Hosea"
"28","4","Hosea"
"28","5","Hosea"
"28","6","Hosea"
"28","7","Hosea"
"28","8","Hosea"
"28","9","Hosea"
"28","10","Hosea"
"28","11","Hosea"
"28","12","Hosea"
"28","13","Hosea"
"28","14","Hosea"
"29","1","Joel"
"29","2","Joel"
"29","3","Joel"
"30","1","Amos"
"30","2","Amos"
"30","3","Amos"
"30","4","Amos"
"30","5","Amos"
"30","6","Amos"
"30","7","Amos"
"30","8","Amos"
"30","9","Amos"
"31","1","Obadiah"
"32","1","Jonah"
"32","2","Jonah"
"32","3","Jonah"
"32","4","Jonah"
"33","1","Micah"
"33","2","Micah"
"33","3","Micah"
"33","4","Micah"
"33","5","Micah"
"33","6","Micah"
"33","7","Micah"
"34","1","Nahum"
"34","2","Nahum"
"34","3","Nahum"
"35","1","Habakkuk"
"35","2","Habakkuk"
"35","3","Habakkuk"
"36","1","Zephaniah"
"36","2","Zephaniah"
"36","3","Zephaniah"
"37","1","Haggai"
"37","2","Haggai"
"38","1","Zechariah"
"38","2","Zechariah"
"38","3","Zechariah"
"38","4","Zechariah"
"38","5","Zechariah"
"38","6","Zechariah"
"38","7","Zechariah"
"38","8","Zechariah"
"38","9","Zechariah"
"38","10","Zechariah"
"38","11","Zechariah"
"38","12","Zechariah"
"38","13","Zechariah"
"38","14","Zechariah"
"39","1","Malachi"
"39","2","Malachi"
"39","3","Malachi"
"39","4","Malachi"
"40","1","Matthew"
"40","2","Matthew"
"40","3","Matthew"
"40","4","Matthew"
"40","5","Matthew"
"40","6","Matthew"
"40","7","Matthew"
"40","8","Matthew"
"40","9","Matthew"
"40","10","Matthew"
"40","11","Matthew"
"40","12","Matthew"
"40","13","Matthew"
"40","14","Matthew"
"40","15","Matthew"
"40","16","Matthew"
"40","17","Matthew"
"40","18","Matthew"
"40","19","Matthew"
"40","20","Matthew"
"40","21","Matthew"
"40","22","Matthew"
"40","23","Matthew"
"40","24","Matthew"
"40","25","Matthew"
"40","26","Matthew"
"40","27","Matthew"
"40","28","Matthew"
"41","1","Mark"
"41","2","Mark"
"41","3","Mark"
"41","4","Mark"
"41","5","Mark"
"41","6","Mark"
"41","7","Mark"
"41","8","Mark"
"41","9","Mark"
"41","10","Mark"
"41","11","Mark"
"41","12","Mark"
"41","13","Mark"
"41","14","Mark"
"41","15","Mark"
"41","16","Mark"
"42","1","Luke"
"42","2","Luke"
"42","3","Luke"
"42","4","Luke"
"42","5","Luke"
"42","6","Luke"
"42","7","Luke"
"42","8","Luke"
"42","9","Luke"
"42","10","Luke"
"42","11","Luke"
"42","12","Luke"
"42","13","Luke"
"42","14","Luke"
"42","15","Luke"
"42","16","Luke"
"42","17","Luke"
"42","18","Luke"
"42","19","Luke"
"42","20","Luke"
"42","21","Luke"
"42","22","Luke"
"42","23","Luke"
"42","24","Luke"
"43","1","John"
"43","2","John"
"43","3","John"
"43","4","John"
"43","5","John"
"43","6","John"
"43","7","John"
"43","8","John"
"43","9","John"
"43","10","John"
"43","11","John"
"43","12","John"
"43","13","John"
"43","14","John"
"43","15","John"
"43","16","John"
"43","17","John"
"43","18","John"
"43","19","John"
"43","20","John"
"43","21","John"
"44","1","Luke"
"44","2","Luke"
"44","3","Luke"
"44","4","Luke"
"44","5","Luke"
"44","6","Luke"
"44","7","Luke"
"44","8","Luke"
"44","9","Luke"
"44","10","Luke"
"44","11","Luke"
"44","12","Luke"
"44","13","Luke"
"44","14","Luke"
"44","15","Luke"
"44","16","Luke"
"44","17","Luke"
"44","18","Luke"
"44","19","Luke"
"44","20","Luke"
"44","21","Luke"
"44","22","Luke"
"44","23","Luke"
"44","24","Luke"
"44","25","Luke"
"44","26","Luke"
"44","27","Luke"
"44","28","Luke"
"45","1","Paul"
"45","2","Paul"
"45","3","Paul"
"45","4","Paul"
"45","5","Paul"
"45","6","Paul"
"45","7","Paul"
"45","8","Paul"
"45","9","Paul"
"45","10","Paul"
"45","11","Paul"
"45","12","Paul"
"45","13","Paul"
"45","14","Paul"
"45","15","Paul"
"45","16","Paul"
"46","1","Paul"
"46","2","Paul"
"46","3","Paul"
"46","4","Paul"
"46","5","Paul"
"46","6","Paul"
"46","7","Paul"
"46","8","Paul"
"46","9","Paul"
"46","10","Paul"
"46","11","Paul"
"46","12","Paul"
"46","13","Paul"
"46","14","Paul"
"46","15","Paul"
"46","16","Paul"
"47","1","Paul"
"47","2","Paul"
"47","3","Paul"
"47","4","Paul"
"47","5","Paul"
"47","6","Paul"
"47","7","Paul"
"47","8","Paul"
"47","9","Paul"
"47","10","Paul"
"47","11","Paul"
"47","12","Paul"
"47","13","Paul"
"48","1","Paul"
"48","2","Paul"
"48","3","Paul"
"48","4","Paul"
"48","5","Paul"
"48","6","Paul"
"49","1","Paul"
"49","2","Paul"
"49","3","Paul"
"49","4","Paul"
"49","5","Paul"
"49","6","Paul"
"50","1","Paul"
"50","2","Paul"
"50","3","Paul"
"50","4","Paul"
"51","1","Paul"
"51","2","Paul"
"51","3","Paul"
"51","4","Paul"
"52","1","Paul"
"52","2","Paul"
"52","3","Paul"
"52","4","Paul"
"52","5","Paul"
"53","1","Paul"
"53","2","Paul"
"53","3","Paul"
"54","1","Paul"
"54","2","Paul"
"54","3","Paul"
"54","4","Paul"
"54","5","Paul"
"54","6","Paul"
"55","1","Paul"
"55","2","Paul"
"55","3","Paul"
"55","4","Paul"
"56","1","Paul"
"56","2","Paul"
"56","3","Paul"
"57","1","Paul"
"58","1","Paul"
"58","2","Paul"
"58","3","Paul"
"58","4","Paul"
"58","5","Paul"
"58","6","Paul"
"58","7","Paul"
"58","8","Paul"
"58","9","Paul"
"58","10","Paul"
"58","11","Paul"
"58","12","Paul"
"58","13","Paul"
"59","1","James"
"59","2","James"
"59","3","James"
"59","4","James"
"59","5","James"
"60","1","Peter"
"60","2","Peter"
"60","3","Peter"
"60","4","Peter"
"60","5","Peter"
"61","1","Peter"
"61","2","Peter"
"61","3","Peter"
"62","1","John"
"62","2","John"
"62","3","John"
"62","4","John"
"62","5","John"
"63","1","John"
"64","1","John"
"65","1","Jude"
"66","1","John"
"66","2","John"
"66","3","John"
"66","4","John"
"66","5","John"
"66","6","John"
"66","7","John"
"66","8","John"
"66","9","John"
"66","10","John"
"66","11","John"
"66","12","John"
"66","13","John"
"66","14","John"
"66","15","John"
"66","16","John"
"66","17","John"
"66","18","John"
"66","19","John"
"66","20","John"
"66","21","John"
"66","22","John"
